timestamp,service,latency_sum
2026-02-10 19:58:05.367034,/inventory/check,0.0
2026-02-10 19:58:05.367038,/order/create,0.0
2026-02-10 19:58:05.367039,/payment/pay,0.0
2026-02-10 19:58:35.375936,/inventory/check,0.0
2026-02-10 19:58:35.375939,/order/create,0.0
2026-02-10 19:58:35.375940,/payment/pay,0.0
2026-02-10 19:59:05.384162,/inventory/check,0.0
2026-02-10 19:59:05.384167,/order/create,0.0
2026-02-10 19:59:05.384168,/payment/pay,0.0
2026-02-10 19:59:35.391609,/inventory/check,0.0
2026-02-10 19:59:35.391612,/order/create,0.0
2026-02-10 19:59:35.391614,/payment/pay,0.0
2026-02-10 20:00:05.398516,/inventory/check,3.429583333333653e-06
2026-02-10 20:00:05.398535,/order/create,0.00172463958333348
2026-02-10 20:00:05.398539,/payment/pay,0.0017089395833333283
2026-02-10 20:00:35.405908,/inventory/check,3.4295833333336524e-06
2026-02-10 20:00:35.405917,/order/create,0.0017246395833334796
2026-02-10 20:00:35.405920,/payment/pay,0.001708939583333328
2026-02-10 20:01:05.413491,/inventory/check,3.4295833333336524e-06
2026-02-10 20:01:05.413497,/order/create,0.0017246395833334796
2026-02-10 20:01:05.413498,/payment/pay,0.001708939583333328
2026-02-10 20:01:35.422795,/inventory/check,3.4295833333336524e-06
2026-02-10 20:01:35.422803,/order/create,0.0017246395833334796
2026-02-10 20:01:35.422804,/payment/pay,0.001708939583333328
2026-02-10 20:02:05.431926,/inventory/check,3.4295833333336524e-06
2026-02-10 20:02:05.431931,/order/create,0.0017246395833334796
2026-02-10 20:02:05.431932,/payment/pay,0.001708939583333328
2026-02-10 20:02:35.439894,/inventory/check,3.4295833333336524e-06
2026-02-10 20:02:35.439899,/order/create,0.0017246395833334796
2026-02-10 20:02:35.439900,/payment/pay,0.001708939583333328
2026-02-10 20:03:05.447207,/inventory/check,0.0002032370833333334
2026-02-10 20:03:05.447212,/order/create,0.22802588000000032
2026-02-10 20:03:05.447213,/payment/pay,0.22763377041666644
2026-02-10 20:03:35.454142,/inventory/check,0.0002032370833333334
2026-02-10 20:03:35.454149,/order/create,0.22802588000000032
2026-02-10 20:03:35.454151,/payment/pay,0.22763377041666644
2026-02-10 20:04:05.461651,/inventory/check,0.00044787791666666684
2026-02-10 20:04:05.461655,/order/create,0.47301391583333346
2026-02-10 20:04:05.461656,/payment/pay,0.47223381333333375
2026-02-10 20:04:35.469889,/inventory/check,0.00044787791666666684
